0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1.0,0.9669294799903765,0.9986645574535516,0.9993680121710284,0.9969588204344785,0.9949135285108527,0.9976116841889376,0.9881957930558324,0.9098761883196526,0.999046230787154,0.9994450367309681,0.9911407106497339,0.9966455205272875,0.9986318854509127,0.9996726756562918,0.9987363419504153,0.9982825187749871,0.9996685297673217,0.9997934995063268,0.9952112350494909,0.9975678234602982,0.9965463041542365,0.9994961134641225,0.9972972387188724,0.9995542308345008,0.9997425489922228,0.9916233545843692,0.9965406775550637,0.9987607578930071,0.9902871428844371,0.9973566934706516,0.9981795087569652,0.9979312677972624,0.9988024608240371,0.9782447925399954,0.9995343747292923,0.999668754954335,0.9979585884033212,0.998998971841217,0.9886954892739112,0.9997135494046897,0.9851518564326329,0.9997772052268239,0.998340834746821,0.9962535967996216,0.9685984206142358,0.9978308497273269,0.9971850496810236,0.9971397609491065,0.9991277839644218,0.966858663647381
0.9669294799903765,1.0,0.966898599129985,0.9714620021149574,0.9607015607694475,0.9672271250621217,0.9739050503775992,0.9923913281203195,0.9718520152037647,0.9618242000798702,0.9640048378853311,0.9908114331353862,0.982342635491567,0.9637662162022778,0.966303645822121,0.9738675580721392,0.9749961288260999,0.9683180166499054,0.9677750926022523,0.9852758142454493,0.9675278958752662,0.9657665673728996,0.9649157356643827,0.9687737930329301,0.9709751029994824,0.9670901236533676,0.9908015274552068,0.9814118724256419,0.9747891473783101,0.9895345859577919,0.9648550091420239,0.9781515332505968,0.9610600858806749,0.963357599773543,0.9974779428446285,0.9636732734865069,0.9702846597540825,0.9709446748661925,0.9630137558643311,0.9909139897340694,0.9671366907633598,0.995314928366322,0.9659096028227567,0.9618374383394562,0.9762090589410207,0.9968993357311663,0.9654281811592759,0.9672061715237933,0.9765114235923,0.9682140542674949,0.9993638806514898
0.9986645574535516,0.966898599129985,1.0,0.997189724124126,0.9992545995243844,0.9980007544422256,0.9979215744946852,0.987118513381385,0.9113547993678277,0.9992837942077973,0.9993567983050354,0.9913762116493544,0.9974014653793745,0.9995409716519005,0.9984835610756729,0.9985901212614243,0.999192177550853,0.9981219456404293,0.9979373750277559,0.9944357642254459,0.9984709431216712,0.9978854284802465,0.9995359821139728,0.9991589948800281,0.9977653781239207,0.9990751992368873,0.9918538438665606,0.9974684446129084,0.9988979982450418,0.9905585477297697,0.9983486643528073,0.9982914957458283,0.9986481144031066,0.9994072050527419,0.9788469774980075,0.9984803631612648,0.9988946433543857,0.9996712966666684,0.9977793439466,0.9890690383873068,0.9992739677530214,0.9847304265396414,0.9987141865567937,0.9996286792775363,0.9984945329585132,0.9684931705833161,0.999031103490461,0.9995070534422024,0.9939584073773208,0.9991257732126981,0.9665477623404994
0.9993680121710284,0.9714620021149574,0.997189724124126,1.0,0.9946147640460243,0.9926998930686881,0.9966562834837083,0.9897647018430579,0.9128686867363583,0.9974451833274952,0.9979550311107538,0.992312318684506,0.9968445639613107,0.9968769259078204,0.9992947921215509,0.9985659634670109,0.9975752790707475,0.9997016986900316,0.9996907200447872,0.9960253805082677,0.9957137862817058,0.9944446712973102,0.9984127951147874,0.9956849631930835,0.9995503127364874,0.9990895891557435,0.9929636021765029,0.9963621917062943,0.9988226191514646,0.9911599434258445,0.995482357968654,0.9980718940778592,0.995787323148911,0.9969147118691305,0.9808618174534208,0.9988750045843223,0.9995123048784704,0.9966310648519672,0.998298878685615,0.9895059673442477,0.9985627557289452,0.9876182429337992,0.9992109072675308,0.9965508646001189,0.9951874787395335,0.9714601848219726,0.9959570356963416,0.9952816159159678,0.9989728136688415,0.9984379889005476,0.970986399052717
0.9969588204344785,0.9607015607694475,0.9992545995243844,0.9946147640460243,1.0,0.9984541615255412,0.9970947867626112,0.9833315289903548,0.9062943990427005,0.9988697877958573,0.9987212209361549,0.9881735282188527,0.9950498387190174,0.9993579295850218,0.9968987524958779,0.996783054790057,0.9978180369621628,0.9961639713378084,0.9959978504619543,0.9915700670272104,0.998371307511322,0.9982913161697504,0.9984179578451158,0.9987317187897938,0.9953958249529529,0.997662823162524,0.9884441265979718,0.9954342136986745,0.9969181805071914,0.987708960161175,0.9986048134193964,0.9961933794071701,0.9990031014750754,0.9990770013324156,0.9740182174852319,0.9972082634491118,0.9970470455143566,0.9988594660268469,0.9967511094169226,0.986223828563349,0.9980083902158062,0.9803339231770449,0.9973044095673895,0.9996776349274207,0.997399269011655,0.963751162983035,0.9990378273307385,0.9993303647524522,0.9905358964490105,0.9978281008920403,0.9601908077758062
0.9949135285108527,0.9672271250621217,0.9980007544422256,0.9926998930686881,0.9984541615255412,1.0,0.9979520479645786,0.9869675072145967,0.9191864391703319,0.9972031394920681,0.9972055517641394,0.9912460456987056,0.996103077422583,0.9983976562455634,0.9951697925142056,0.9967300829784435,0.9981654760687815,0.9941961645050696,0.9937940004763514,0.9937312139311659,0.998520749839493,0.9989085070719893,0.9967756859707133,0.9992115409006296,0.993250304009962,0.9962949917217969,0.9916531383003948,0.9967793401490844,0.995682806099189,0.9918422502207451,0.9988493682348822,0.9956591412961417,0.9979157462779726,0.9980135653344133,0.9793677254759322,0.9954508121265874,0.9955817493156364,0.9986728729154316,0.9954137696534423,0.9901419272302222,0.9967116047236697,0.9845579548034893,0.9956185635449182,0.9979512784069345,0.9985977172708542,0.9714754937226073,0.9989309533688965,0.9993680486134306,0.9895552997758627,0.9970988617293194,0.966461110941396
0.9976116841889376,0.9739050503775992,0.9979215744946852,0.9966562834837083,0.9970947867626112,0.9979520479645786,1.0,0.9928367995524839,0.928724078630153,0.9977271122277149,0.9983802785770511,0.9949404843493433,0.9978783343178932,0.9985486172225789,0.9974508116653229,0.998440864173179,0.9992183808549757,0.9972902091939588,0.9970402264620535,0.99756762006139,0.9994899104635128,0.9992060423775034,0.9977684302973842,0.9984566247338129,0.9969279339399338,0.9981756012362348,0.9949981430725587,0.9983879978369294,0.9975080250680946,0.9954615385527947,0.9990285064227576,0.9982476008083168,0.9984308738010634,0.9982641288511477,0.9839883398711744,0.9974358457927902,0.997752339364678,0.9985454486824824,0.9975455750354009,0.9941776802150254,0.9985010431187613,0.9895262323441198,0.9977138344598528,0.9974533808284265,0.9981792529279336,0.9783404392107445,0.9990954716335069,0.9983118880122167,0.995168076517988,0.9981167233196928,0.9737169829784578
0.9881957930558324,0.9923913281203195,0.987118513381385,0.9897647018430579,0.9833315289903548,0.9869675072145967,0.9928367995524839,1.0,0.9596271444010334,0.9849593061192786,0.9867761905548041,0.9987961790786812,0.9953001708289853,0.9862346763095146,0.987269326925335,0.9911990815860593,0.9922574577909958,0.9882559867619821,0.9882501754707433,0.9975857698861799,0.9893571908191154,0.9880955153545428,0.9863636382030762,0.9882050445421521,0.9899655457544564,0.988016775426739,0.9986189086417836,0.9952294102211605,0.9909333104341472,0.9987903284053458,0.987386047352005,0.9936083087351955,0.9851716850240343,0.9862703649947314,0.9965278061278325,0.9858544146626274,0.9892752868331134,0.9895021169682965,0.9856655653428718,0.9993030303160736,0.9886443775374956,0.9983833781772682,0.9873233586179456,0.9842576112070733,0.9919611795730058,0.994908473080726,0.9874807700527719,0.987257918346702,0.9916511270542061,0.9879948511883353,0.9928675144056609
0.9098761883196526,0.9718520152037647,0.9113547993678277,0.9128686867363583,0.9062943990427005,0.9191864391703319,0.928724078630153,0.9596271444010334,1.0,0.9042931516549483,0.9088270354599901,0.9503674460560599,0.9333584576883657,0.9095520714347117,0.9069661462441388,0.9184450018029605,0.9243519144175407,0.9094674179550952,0.9097872845789001,0.939869440296917,0.9210796406734449,0.9196740624320362,0.9065741323085118,0.9160074637940042,0.9143428237601917,0.9099100414354019,0.9490999539498787,0.9339970410032433,0.9186164953639411,0.9521102094851929,0.9154180664631787,0.9282931041020028,0.9090178267525802,0.908786964980073,0.9641714748438178,0.9042149711072635,0.9123818709757262,0.918607911097354,0.9047464990085832,0.95938098282866,0.9124830964338264,0.9568582316239826,0.907604875335394,0.904858108321483,0.9276510662314071,0.9778223985408697,0.9151257210831829,0.9150026860866423,0.9190813820647907,0.9103004420055004,0.9741574467674248
0.999046230787154,0.9618242000798702,0.9992837942077973,0.9974451833274952,0.9988697877958573,0.9972031394920681,0.9977271122277149,0.9849593061192786,0.9042931516549483,1.0,0.9997701653570538,0.9892440857943882,0.9956939003157381,0.9997069007554094,0.9992488854788872,0.9985511727627858,0.998284503947172,0.9985997986834034,0.9983839662871129,0.9935692844007485,0.9983858365597355,0.9980856023625296,0.9997026837472728,0.9988064333136671,0.9977791668896627,0.999415441400635,0.9895340853351042,0.9960773680579875,0.9978778182832326,0.9887594085293141,0.9988294639463722,0.9968395778546927,0.9993595764383352,0.9997275801277876,0.9749788511917581,0.9994272054452803,0.9988738074936957,0.9985627530902343,0.9991904524573801,0.9867122367704848,0.9994924673466694,0.9821845583932105,0.9993195149817565,0.9995630451567699,0.9969093933595592,0.9645940506371888,0.999023004443173,0.9987293391783961,0.9944474089755995,0.9994616705251652,0.961430182808276
